OID_,Length,TWI,TWI_5,TWI_10,TWI_15,Slope,Slope_5,Slope_10,Slope_15,Irrigation_Density_100,Irrigation_Density_200,Irrigation_Density_300,Irrigation_Density_400,Value,NEAR_FID,NEAR_DIST
713,12.5189844811,5.5951643,5.8952055,5.7124991,5.8980246,5.5201283,4.1340857,5.0662971,4.3788018,15.6625433,10.5736294,7.3963456,5.7148309,12.5189848,1,739.416929397186436
714,17.7379172077,6.0875516,6.2526703,6.0488091,6.1641374,1.3241346,3.1271751,3.6420465,3.7182548,11.0576982,9.1310682,7.1608334,6.0787110,17.7379169,1,751.776298034067281
715,13.5221706662,9.4459620,7.9711938,7.4883885,6.9958253,1.1146803,1.1083529,1.5375717,2.4021242,5.0711908,7.4570913,7.2258401,7.4095578,13.5221710,1,583.397122171754518
716,13.9737459263,5.3372397,6.0449500,6.3174100,6.4214053,4.3255186,3.0407889,3.0643883,3.1428957,8.4364576,7.0947423,7.0974655,6.8206449,13.9737463,1,679.431143161178738
717,14.5762687271,12.6133738,8.0165138,7.1792855,6.9146643,0.8699217,1.6721613,2.5314405,2.6880803,7.5356021,8.4696875,7.7920699,7.3946052,14.5762691,1,595.281094168058416
718,14.0247269268,6.1278405,6.5696430,6.0084791,6.0019894,2.1918230,2.6967943,4.6672053,5.9135108,9.3742876,6.1462049,5.3357511,4.3563704,14.0247269,1,953.435654651835193
719,15.4636361716,4.2765660,5.0538082,5.8202410,6.1788874,13.7547512,8.7113342,6.0306506,4.9063358,9.6542854,4.9680238,4.1340113,3.8270454,15.4636364,1,1025.155949762588307
720,14.3842278872,5.4871774,6.3550549,6.2298079,6.1822124,2.9921842,2.4335935,3.1607795,3.9259033,5.8267736,3.9837122,2.8537240,2.5935440,14.3842278,1,1147.320150069462670
721,13.5826192686,7.9366155,7.7223701,6.8758011,6.7032142,0.9900793,1.3312454,3.1754732,2.8764749,2.0746839,3.7263763,2.9483068,3.0792420,13.5826197,1,1111.056031978734381
722,10.1558211498,7.5204015,6.3933907,6.4087372,6.4605312,2.1820574,2.6082451,2.5420272,3.1417499,0.0000000,0.0000000,1.5206276,1.6934644,10.1558208,1,1321.619465237315353
723,11.7398982169,7.7917747,6.6845570,5.9457030,5.9544349,1.2895852,5.0729723,5.5055361,5.4775815,0.0000000,0.0000000,0.7434713,1.3954215,11.7398987,1,1410.405165255745032
724,11.1829933529,6.1398325,6.0765243,5.8592734,5.8094835,9.1660624,7.0367637,7.3750501,6.3904314,0.0000000,0.0000000,0.0000000,1.0911219,11.1829929,1,1447.540359048589153
725,8.20936548697,5.5418754,6.4066482,6.6354098,6.1022253,2.7117603,2.3419030,3.4756198,5.1013417,0.0000000,0.0000000,0.0000000,0.7074265,8.2093658,1,1404.737384906578200
726,13.5686746673,5.0578108,6.0507555,6.0988359,6.4281349,4.4457307,3.4862883,4.2859926,3.8924026,0.0000000,0.0000000,0.0314593,0.8440874,13.5686750,1,1282.980495794872695
727,5.96966180245,8.9182196,6.1390328,6.3058953,6.3366437,0.8903714,3.0951328,3.1552980,3.2287109,0.4633355,2.6541004,2.3596544,1.9788847,5.9696617,1,1270.770202264453474
728,9.64106149933,4.9686542,5.9483175,6.4139557,6.1436620,3.7056701,3.3424115,2.9437761,4.0840182,6.2759514,3.1907406,2.1318200,1.7268289,9.6410618,1,1373.578626808812714
729,11.5310555267,6.8843164,6.7706046,6.3059697,6.0784698,0.5774988,2.4128168,3.3568017,3.8734169,6.1660700,3.1644261,2.3673158,1.9417238,11.5310555,1,1284.071644600868922
730,14.3842330649,5.9259381,6.0772719,6.1464190,6.1914883,3.5930715,3.0892148,3.1984701,3.8875253,6.7177424,4.2498341,2.9751208,2.9969008,14.3842335,1,1104.897840926051913
731,10.1553949879,6.3823228,6.2113643,6.4624376,6.4339647,2.5118108,3.0347872,3.7308199,3.1434441,0.0000000,0.0128308,1.3798572,3.0074441,10.1553946,1,1115.492947095295222
732,10.8902639884,5.6783442,5.9263735,6.5803766,6.3408613,3.5757356,3.2038240,2.7483187,3.5758998,0.0000000,0.0000000,1.5961335,2.3563874,10.8902636,1,1222.554410187237636
733,10.1587424998,4.8797159,4.7993793,5.2594848,5.4987450,5.5016093,8.9229202,7.8514414,7.1244202,0.0000000,0.0000000,0.0000000,0.0000000,10.1587429,1,1549.211408270849461
734,8.25537116178,4.7929621,5.5355802,5.6973929,5.4809012,4.8347306,5.3063388,6.3527374,6.3909044,0.0000000,0.0000000,0.0000000,0.0000000,8.2553711,1,1622.151023530016573
735,9.33740687521,6.5432739,5.2425709,5.0515299,5.3087401,9.0684729,11.9102201,9.7757559,8.4400406,0.0000000,0.0000000,0.0920423,1.0460080,9.3374071,1,1637.856801800024868
736,6.64789111698,7.4274802,6.0397635,5.6696620,5.6483827,4.6549344,5.5338902,6.1655827,6.7165756,0.0000000,0.0000000,0.0000000,0.1421935,6.6478910,1,1736.132860019689360
737,6.67391510953,4.4986591,5.6545358,5.6078434,5.5016842,8.3807316,6.3214140,7.6412387,8.6384182,0.0000000,0.0000000,0.0000000,0.0000000,6.6739149,1,1832.596004739527189
738,7.49660335507,4.4841371,5.5448327,5.4433856,5.4192948,10.2865915,7.7166791,7.3297062,7.8071179,0.0000000,0.0000000,0.0000000,0.3956412,7.4966035,1,1835.487176405946684
739,7.99155335502,4.3382454,5.4561429,5.4275718,5.3093085,10.0041676,8.5384293,7.4795122,8.1048584,0.0000000,0.0578799,1.2845185,1.2174456,7.9915533,1,1555.616521155762712
740,10.272270415,5.1026039,5.6342096,5.7762141,5.7093701,3.0636551,5.3179507,5.4499044,5.9222269,4.4808116,2.8763647,2.0055156,1.5320539,10.2722702,1,1509.466069592989470
741,7.64773325861,4.8694248,5.3327322,5.5251942,5.7465215,10.0269899,6.9198852,5.6945276,4.9305544,5.9256735,3.1201651,2.1007168,1.5834426,7.6477332,1,1622.611566580175349
742,4.38273302295,6.5653229,6.0157018,6.2041621,5.8738723,1.6733413,2.6367948,3.2888515,4.8847609,4.0709329,3.0816059,2.1349936,1.6127399,4.3827329,1,1570.604617250631236
743,8.81083918037,3.9760728,4.9070926,5.0904617,5.3712511,8.9799480,7.9641795,9.4893799,7.8576865,0.0000000,0.0000000,1.2529711,1.3790039,8.8108397,1,1571.642281611027101
744,4.78774463729,6.3084388,5.6126671,6.3408852,6.7870741,1.6767969,3.3816435,3.1461463,2.5489669,6.2831435,3.2002134,2.2999558,2.4930670,4.7877445,1,1978.573540595395343
745,4.44458445008,4.8644419,6.4609585,6.7096791,7.0524983,3.8454349,2.2308629,1.9928093,1.9043862,6.2958002,3.8574643,2.6947696,2.1010036,4.4445844,1,1869.736700871770154
746,7.99150652303,7.3270345,7.5354471,7.4606571,7.0713120,2.2467315,2.3623691,2.1690028,2.8495913,6.8403130,4.0772910,2.8019536,2.3380916,7.9915066,1,2049.597389248037871
747,3.87032639918,4.8048148,5.5615826,6.5224524,6.7513919,4.1092958,3.8659215,2.7043471,2.3207152,0.0000000,0.1234274,2.3078182,3.5031383,3.8703263,1,1937.590235624269326
748,7.62406457354,6.0760698,6.7987084,6.8747220,6.9309549,1.1308068,1.9262928,2.0026982,1.8733368,4.0963144,2.9510117,3.1467252,2.4284787,7.6240644,1,1950.698182478234457
749,4.88199054702,9.1129045,8.2029200,8.0967722,8.1612844,0.5418218,0.7515152,0.8893657,0.8172180,0.0000000,0.0000000,0.4510334,1.6832693,4.8819904,1,1671.813989691765983
750,8.23276174067,6.5041285,6.2366719,6.6802621,7.1574073,3.4856398,3.1994169,3.2559185,2.2743254,8.6659117,4.5964227,3.1077464,2.3480287,8.2327614,1,1742.160000861440722
751,8.04198720351,5.2897277,6.2573156,6.7021737,6.6083097,3.6299689,3.2051811,3.0824697,3.2699809,5.8155169,5.0485826,3.3879049,2.5185988,8.0419874,1,1677.558426806990838
752,7.63718303054,4.7524467,5.7950487,5.9265399,6.3434429,4.8080277,4.0347137,4.9368143,3.9003527,6.1959920,3.8309348,3.3738596,2.6232405,7.6371832,1,1734.077871183410480
753,6.62775649956,4.9851460,5.2196517,5.7310996,6.3834867,3.7112851,5.8467698,4.7735243,3.7170076,6.1560059,3.1681185,2.5003448,2.5571427,6.6277566,1,1684.361879341985514
754,5.08951622114,6.7505550,7.3701415,7.0497293,6.8866210,1.4073251,1.5318245,1.7855910,1.9422626,2.0164566,2.7213848,2.4809642,3.0807390,5.0895162,1,1804.649110441836683
755,5.12863707371,9.3906393,6.8908448,6.7135725,6.6952915,0.7213632,2.3357038,2.3141704,2.4638867,0.0000000,0.0000000,0.1393103,0.7708451,5.1286368,1,1101.235583910199239
756,6.92641852696,4.1973796,5.3845925,6.2931113,6.9754372,7.1436367,4.6568875,3.5464861,2.1925392,0.0000000,0.0000000,0.3328552,0.9902120,6.9264183,1,973.019018178793658
757,7.9114295623,6.0506639,5.7733159,6.5105662,7.0884843,4.5597787,4.3486948,3.0241208,2.2916498,6.1974945,3.1622269,2.1666689,1.8093455,7.9114294,1,1156.042579750133882
758,5.1344070242,8.5302114,7.5005631,7.1337419,7.5184765,0.7558935,1.7085328,1.6423255,1.3451407,7.8630805,6.8245583,5.0042520,3.9038286,5.1344070,1,547.889427535413006
759,7.18795439726,6.5055079,7.2249422,7.8168058,7.7847209,1.0859212,1.2154642,1.1157219,1.1912290,0.0000000,0.0906124,1.7307856,2.7958405,7.1879544,1,724.019172341129547
760,7.21971904093,7.0767336,6.5967941,6.4445753,6.7537341,3.2776172,2.3432498,2.3233631,2.0133712,2.2854240,4.0297618,4.4499297,3.7264249,7.2197189,1,583.748661341998627
761,4.97887984879,5.5326591,6.2773829,6.8515878,6.7699456,4.0881987,2.9576545,1.8444259,2.0757129,7.8153992,6.8191772,5.0253844,4.0044351,4.9788799,1,511.237011712222397
762,6.01904615026,6.9532404,6.8671155,6.5399384,6.9036274,2.3237612,1.7077802,2.1064870,1.8816673,7.5089693,5.9656997,4.7046504,3.8207221,6.0190463,1,486.857861503053584
763,6.45739999311,4.8696404,6.7140474,7.1993127,7.2026634,3.6790183,2.2302301,1.5841821,1.5518783,6.2533960,7.0286064,5.0365381,4.0210910,6.4573998,1,384.314168286323024
764,3.66973319967,8.8659210,7.4172950,7.1324768,6.9684577,1.4027270,1.6624840,1.7582788,1.8272178,10.1291857,6.2208757,4.2366538,4.1126442,3.6697333,1,405.573772725271908
765,6.33430957528,4.8119144,5.9480605,6.1500502,6.7843900,4.7008066,3.2972038,3.2223866,2.2259765,6.3020062,6.0361624,4.1982460,3.4068062,6.3343096,1,514.797443682294443
766,2.66460223383,5.1244240,5.9397483,6.9548702,7.1714549,2.8381021,3.5780210,2.3250840,1.9743364,11.4252462,6.3361683,4.5351534,3.7930012,2.6646023,1,446.987039677035284
767,4.99341683144,4.8484640,6.0243821,6.1484923,6.6614814,4.2151432,3.5876276,3.5810935,2.6831644,12.1719322,6.3788099,4.4732666,3.8766603,4.9934168,1,507.596445486214577
768,9.01955032641,7.6807675,7.6189394,7.3853283,7.3704290,0.7871237,0.8790920,1.2829850,1.4265745,0.0000000,4.3471041,3.6608710,3.0250750,9.0195503,1,644.000741086451853
769,6.5210090545,5.1449809,6.3912969,6.9625635,6.9512248,4.0019841,2.7566335,2.2325702,2.2165339,9.3390579,5.8689775,4.1440001,3.8065653,6.5210090,1,598.475933376106923
770,3.3437666125,5.5568781,5.9216599,6.2035232,6.3160768,2.1293275,3.7506588,3.3023808,3.3115926,12.3108759,6.3720574,5.3551335,4.3754168,3.3437667,1,570.676483688034295
771,7.26797372782,5.6874080,6.6009593,6.9972401,7.2343163,1.7062173,1.7975262,2.2284479,1.7615680,8.6756916,5.8905916,4.4653511,3.9207163,7.2679739,1,651.961146956756465
772,4.9498304146,7.1612096,7.4597530,7.3582673,7.1485548,2.2732370,2.1291077,1.9291258,2.2947321,3.8181407,5.9010959,5.7487164,5.0173707,4.9498305,1,517.382370017905146
773,3.55180983281,7.6384149,6.8087125,6.6460204,6.5109396,3.0080333,2.8528273,3.1283538,3.4495358,3.5487671,2.5176039,5.9706049,4.8818545,3.5518098,1,386.388581361533625
774,5.27859602679,5.9556623,5.8015313,6.1150765,6.4027476,4.0413461,4.4978127,3.8518295,3.6802852,8.2066288,7.7104530,5.8225985,4.7048049,5.2785959,1,582.711496597523137
775,6.55524593897,5.5877681,5.4802871,5.8728242,6.9716678,2.2975090,5.6196513,5.1850119,3.0397995,12.7055902,7.4128866,5.4023643,4.8461456,6.5552459,1,662.227544732536785
776,4.58866633335,7.6363945,7.1381078,7.8899846,7.7378278,1.2859077,1.0566415,0.8185474,1.0550200,2.0755208,6.5754590,5.4844017,4.1719518,4.5886664,1,839.677398139038473
777,4.97887717492,7.5562921,7.8864565,7.6911020,7.2929840,1.2292830,0.9739653,1.3460392,1.6268791,8.2447090,7.9028435,5.8960185,4.5567136,4.9788771,1,768.862848809907064
778,5.02629298283,5.1043310,5.9386768,6.6344757,6.5639243,3.9956384,2.6398933,2.6943581,2.6368392,12.5857048,8.7865229,6.1917973,4.8271313,5.0262928,1,677.880836609151402
779,4.87555995072,6.1692095,6.4605069,7.2323632,7.0760145,2.0866637,1.7715032,1.8793880,2.0947762,7.3950167,7.7545505,5.8495274,4.6707697,4.8755598,1,768.473264495629110
780,5.50578531841,4.7409158,5.6067457,6.7496481,6.4393487,4.6222806,5.3249002,3.1132667,3.5399773,12.4630146,7.8832779,6.1084452,4.8808842,5.5057855,1,714.979682273310914
781,4.39773246858,7.8843513,8.6017952,7.4108977,7.6058140,1.2711960,1.7401805,2.5201147,2.1956205,12.2018404,7.6404986,6.0361433,5.1505127,4.3977323,1,657.588616975067794
782,9.24844264091,4.7305760,5.5175052,6.3722434,6.5338178,7.1914558,5.4427681,3.4405625,2.9919238,0.0000000,0.0000000,1.6878337,1.5560495,9.2484426,1,1317.214510060361590
783,9.45344105858,5.4340148,6.4455299,6.8366423,6.9479432,4.6039038,3.2694926,2.6178896,2.4270537,0.0000000,2.3093848,2.1057897,1.7710712,9.4534407,1,1389.414470868163789
784,6.38393921606,7.0653620,7.2205157,7.0791688,7.0348969,1.7886273,1.7719628,1.8949405,2.1918702,5.8256183,3.1103456,2.7301810,2.2441444,6.3839393,1,1513.465518386319445
785,7.19984990488,4.3751764,5.2166243,5.2116261,6.0475030,8.3762550,6.6582909,6.5961299,4.3620276,6.1333590,3.1383429,2.1034110,1.5816810,7.1998501,1,1334.548958797334990
786,5.25809215421,5.7677417,6.0100112,6.5854173,7.4266839,2.6463470,2.8792315,2.2385256,1.4790108,0.0000000,0.0000000,0.0000000,0.0000000,5.2580919,1,1264.368354700053033
787,3.49906435829,5.6405435,6.7992930,7.0034471,7.6383505,2.3569970,1.7387668,1.5113543,1.0847445,0.0000000,0.0000000,0.0000000,0.0000000,3.4990644,1,1097.835424455395014
788,3.18097064597,7.0595517,7.4475818,7.9208937,7.7223272,0.4435555,0.8484529,0.8244885,0.9193715,0.0000000,0.0000000,0.0000000,0.2678596,3.1809707,1,978.819744932272215
789,6.51894434329,7.3561344,8.1514978,7.9738297,7.9976201,0.8219518,0.5797575,0.6785644,0.7528899,0.0000000,0.0000000,0.0506784,1.6480564,6.5189443,1,891.880279136850504
790,6.51894338798,7.7433586,7.6576042,8.4686804,8.1543989,0.9639307,0.8438387,0.6027943,0.6423467,0.0000000,0.0000000,0.0000000,1.3601869,6.5189433,1,878.273094259446452
791,10.4557787071,8.0237150,7.4953742,8.1343594,7.7818971,0.6981782,0.7934917,0.7252414,0.8008325,0.0000000,0.0000000,0.0000000,0.4788966,10.4557791,1,883.717794725956082
792,3.34376162578,5.7444072,6.9891706,7.8094401,7.8958631,1.5410217,1.2052786,0.8946224,1.1354134,6.1728258,4.6080027,4.1162190,3.4775481,3.3437617,1,643.964941410561778
793,8.45121371722,5.3792696,5.7868333,6.7745891,6.4722166,3.3857882,3.2414958,3.0211689,3.7008610,7.4831100,5.0523510,4.8281269,3.9086642,8.4512138,1,452.625132757305892
794,5.24419937136,7.1882105,8.0676250,7.5479493,7.3406630,0.9758853,0.9373274,1.6158363,1.9039649,7.9777570,4.7064714,5.0505152,4.0660820,5.2441993,1,416.097475393793786
795,6.74867352763,6.1015182,7.1878529,7.4322233,7.3687921,1.7335827,2.0106125,1.6721544,1.5884342,8.4407310,6.4847555,5.1993256,4.0466065,6.7486734,1,466.984751936954297
796,7.453183937,8.2886877,7.0908680,7.0288692,6.9788156,2.0839927,2.0330060,2.0894306,1.9407606,11.7806559,7.2726407,5.3114028,4.0721254,7.4531841,1,482.656638088110697
797,5.64688653667,5.3628407,5.7701674,6.1059589,5.9595070,4.5836558,3.7689927,3.3558774,4.3090291,0.0000000,0.4360423,0.8065188,2.8939435,5.6468863,1,100.970743650660651
798,5.02085184646,4.6459274,6.1777058,6.8196144,7.0631995,6.5664282,4.0691409,2.9019434,2.5506749,5.9580321,4.1387224,3.8748300,3.1474600,5.0208516,1,244.132266413758089
799,4.36640511271,9.6213923,8.1704750,7.6280651,7.3794093,1.9921802,2.2280600,2.3775001,2.7367558,0.0000000,1.5184146,3.2303450,3.7588465,4.3664050,1,188.527487492438411
800,5.59154475444,8.8419533,8.4774466,7.6333847,7.4884858,1.3561807,1.6459371,2.3495696,2.5007069,2.0031817,2.9941010,2.4196925,2.8158185,5.5915446,1,157.657136119218279
801,4.87557398132,7.6416268,6.6415858,6.9847727,7.3857951,4.8350644,5.3616037,4.2475371,3.1954825,0.0000000,2.2163961,3.9065490,4.3699393,4.8755741,1,234.160322406540274
802,4.33477995271,5.5018749,6.2687378,6.4466224,6.6700358,2.1452682,2.3476236,2.3463976,2.7800078,6.2672987,3.3717058,3.6859531,4.7608395,4.3347797,1,275.488284660786917
803,3.93316240502,6.4250793,6.8346691,7.4947429,7.2497220,2.7616055,1.6657665,1.6798583,2.0122259,6.3078256,4.1735816,3.8889177,2.7393706,3.9331625,1,136.282242816932694
804,5.6338122232,7.7560749,7.3021312,7.3507071,7.1542058,3.4120471,2.7292471,2.3400156,2.1918788,8.1207323,3.6651762,2.8605270,2.1843054,5.6338124,1,32.915355656053187
805,4.84024301103,6.3697300,7.0701752,6.9332724,6.9570289,1.3242022,1.8521121,2.2676599,2.5217919,3.3931060,2.6013365,1.8919014,2.1414461,4.8402429,1,33.964117308488206
806,5.13152507831,4.9302711,6.0036521,6.1393099,6.7984281,9.8289843,6.2944150,5.4072561,3.6190424,0.0000000,0.0020760,2.0050972,2.3393509,5.1315250,1,38.820977416603476
807,3.26999630572,8.0331411,8.4305038,7.6368709,7.1129594,2.7240484,2.6013663,2.2840722,3.1547499,0.0000000,0.8355570,0.9296260,1.1687458,3.2699964,1,65.068398888469233
808,5.3639122486,6.0044847,6.4019704,7.5446272,7.3740582,2.0730326,2.4334197,2.2391429,2.4521353,6.6325269,3.1290627,2.1351936,2.2896624,5.3639121,1,142.288460562522204
809,4.13130063305,5.5793171,6.7674193,6.8999720,6.8325219,1.9060452,3.8524985,3.6255012,3.1921828,5.9628825,2.4254465,1.4494659,1.3513229,4.1313004,1,62.722066619511047
810,4.58869819693,5.6544881,6.9277244,7.2781253,7.0223746,4.2272358,2.9198358,3.1465247,3.1424561,0.0000000,0.1428968,0.5895414,0.5826795,4.5886984,1,166.995867151557292
811,3.27567986485,5.2763600,6.2216558,6.6822772,6.9222136,2.6368432,3.3437607,3.0694761,3.1626933,0.0000000,0.0000000,0.1476878,0.5820372,3.2756798,1,223.018318520694294
812,6.5516094114,9.7600946,8.7003202,7.8462300,7.8028364,1.1655691,1.4258701,1.8727167,2.0127425,0.0000000,1.7530248,1.5733925,1.4042512,6.5516095,1,98.178646816136677
813,6.59515194244,6.9674134,7.3754950,7.1886463,7.6031699,3.0112503,2.4984403,2.4530971,2.2093551,7.5909328,4.1941099,3.0905707,2.2013056,6.5951519,1,109.280264267423235
814,4.72541336819,7.0083470,7.5637240,7.2178359,7.3428659,2.0392625,2.0522048,2.3505323,2.7386086,0.0000000,1.0530112,1.3203301,1.3024563,4.7254133,1,84.094024465667900
815,5.36393726273,8.0762310,7.7560868,7.1384501,7.3795967,2.3123872,2.6852014,2.7614410,2.7963996,0.0000000,0.0000000,0.8106750,1.0048288,5.3639374,1,149.394159789530534
816,5.99018958589,6.3817883,7.1443715,7.4363389,7.3579516,3.1851642,2.8035603,2.8999922,2.9353869,0.0000000,0.0000000,0.7626374,0.8815104,5.9901896,1,128.616487520189509
817,5.30161729208,7.7037921,8.2160206,8.0078697,7.8591332,0.2162246,0.5447281,0.7863048,0.8468660,0.0000000,0.0000000,0.0000000,0.0912722,5.3016171,1,970.146316994726703
818,4.6911828629,8.1892004,7.4258161,7.7458682,7.6546025,0.8841559,1.0498053,0.9953600,1.1028030,0.0000000,0.0000000,0.0000000,0.0000000,4.6911831,1,1146.693820144641677
819,4.11640341926,5.9695597,6.9499531,7.4241476,7.1719360,1.8227847,2.5389607,2.0477288,2.1738153,0.0000000,0.0000000,0.0000000,0.0022458,4.1164036,1,1243.758402511710983
820,4.89564526191,7.5610137,5.7163534,6.0390863,6.5383224,3.1592321,5.1188889,3.8792975,3.0790064,0.0000000,0.0000000,0.0000000,0.1035276,4.8956451,1,1252.054576469852691
821,4.94972254335,5.5158558,6.8186545,7.5089912,7.6640577,2.4261129,1.4251753,1.0574058,1.0855356,6.4178476,3.4443767,2.3012877,2.2165558,4.9497228,1,1718.342804275419439
822,8.13408983997,7.3961620,7.2654066,6.9350600,6.9826350,1.6560208,1.8767991,2.2043190,2.2544780,0.0000000,0.0000000,0.0000000,0.0000000,8.1340895,1,601.960582116208002
823,9.51417722293,7.8677258,7.5591035,7.2753348,6.7720518,1.3006624,1.3884606,1.6808454,2.2531593,0.0000000,0.0000000,0.0000000,0.0000000,9.5141773,1,545.639735018058559
824,9.94855696276,6.9812560,6.9948707,7.0936861,6.7673211,2.3377101,2.1439185,1.9094632,2.3978581,0.0000000,0.0000000,0.0000000,0.0003324,9.9485569,1,412.540740336223791
825,8.09884562955,5.8969560,6.1442809,6.6966634,6.5745339,2.7624784,2.7465565,2.3720660,2.8722024,0.0000000,0.0000000,0.0000000,0.1376944,8.0988455,1,360.898913376862879
826,12.6285828965,4.8796134,5.6869917,6.2263303,5.8755670,8.6030197,5.5501299,4.1856432,4.9345741,0.0000000,0.0000000,0.0000000,0.0000000,12.6285830,1,452.669738375308043
827,8.74043186285,6.3022146,6.5086422,6.5013976,6.7924271,2.4906809,2.3628805,2.4067354,2.4229343,0.0000000,0.0000000,0.0000000,0.0000000,8.7404318,1,538.054781083836588
828,9.31931720802,9.3564768,8.0233431,7.4187665,7.1688018,2.1671498,2.3905520,2.3687780,2.1993389,0.0000000,0.0000000,0.0000000,0.0000000,9.3193169,1,446.530253308037118
829,11.3092743114,5.8474593,6.4988685,6.8413811,7.0452013,1.4240423,2.0215027,2.1859391,2.3252041,0.0000000,0.0000000,0.0000000,0.0000000,11.3092747,1,402.123987753678705
830,8.92725516561,6.6027308,6.6336961,7.0438948,6.9750152,1.6463128,2.1167650,2.0604403,2.2219248,0.0000000,0.0000000,0.0000000,0.0000000,8.9272556,1,459.109958752920818
831,9.56509249257,10.0977325,6.5068417,6.5065041,6.5335693,0.8321584,2.2415671,2.3205504,2.6337178,0.0000000,0.0000000,0.0000000,0.0000000,9.5650921,1,287.418836736796493
832,11.9539833691,6.1416163,6.5955544,6.5849876,6.7022142,2.9910851,2.6334250,2.5664706,2.7930236,0.0000000,0.0000000,0.0000000,0.0000000,11.9539833,1,304.661521184477522
833,7.99387151802,5.2560420,5.3588166,5.9619517,5.9029264,7.2350359,5.6901717,4.1305480,4.1605988,0.0000000,0.0000000,0.0000000,0.0000000,7.9938717,1,226.891553096085659
834,10.0526667881,8.4755478,6.0514250,6.1081548,6.3265443,2.0106089,4.1205039,4.0633636,3.0472951,0.0000000,0.0000000,0.0000000,0.0000000,10.0526667,1,174.583267765089914
835,12.4700931418,6.1182694,6.3614230,6.4021215,6.4205518,1.9524469,2.0680239,3.1245699,3.4838710,0.0000000,0.0000000,0.0000000,0.1191353,12.4700928,1,75.331829919172151
836,9.80353976462,6.7032256,6.7038860,6.4982910,6.6535416,2.3969941,2.3102050,2.6678796,2.7235386,0.0000000,0.0000000,0.0000000,0.1808456,9.8035402,1,28.414669548574675
837,8.89654064811,6.4104171,6.1427073,6.6220288,6.5641961,1.7581058,2.9301541,2.5011754,2.8285115,0.0000000,0.0000000,0.0000000,0.0000000,8.8965406,1,26.114004867921146
838,10.7223701066,4.8550897,5.8661380,6.5757785,6.6897206,3.8309870,4.0217438,2.6153595,2.4965837,0.0000000,0.0000000,0.0000000,0.0000000,10.7223701,1,117.736883742413923
839,6.46891659091,5.9851942,6.2407489,6.3770170,6.4764042,1.3110241,2.2118070,2.6493101,2.4822350,0.0000000,0.0000000,0.0000000,0.0000000,6.4689164,1,38.786199762057002
840,7.74080303412,7.0650845,7.0125093,6.8584051,6.7146230,1.0814681,1.5864689,2.0937066,2.3557270,0.0000000,0.0000000,0.0000000,0.0000000,7.7408032,1,174.141186044413502
841,5.99017163129,6.7133298,7.9841595,6.5233536,5.9954629,2.1216998,3.0070124,5.5269227,5.6922951,0.0000000,0.0000000,0.0000000,0.1241788,5.9901714,1,125.666305883227736
842,8.83861462844,7.8410192,5.9627976,5.8573828,5.9946189,7.2528100,7.3042946,6.4701209,5.9823174,0.0000000,0.0000000,0.0000000,0.4403817,8.8386145,1,176.239829874467375
843,9.67863383509,3.8824317,4.6498294,5.1591620,6.0744843,13.9595137,9.9150887,8.4200554,6.2808571,0.0000000,0.0000000,0.0000000,0.8137032,9.6786337,1,246.399220388002789
844,6.32457357649,6.8905988,7.7740641,7.0437117,6.7543588,1.9459797,1.7636085,2.0580366,2.4214163,0.0000000,0.0000000,0.0000000,0.0000000,6.3245735,1,81.711859985751360
845,7.29147628241,6.1502018,6.8320575,6.4172397,6.2233582,2.5192351,2.4667497,3.2279098,4.3014264,0.0000000,0.0000000,0.0000000,0.0000000,7.2914762,1,112.312878680013640
846,6.92802792053,6.0318694,6.2908654,6.3430634,6.4436526,1.4801002,2.3445482,2.8220422,2.6548076,0.0000000,0.0000000,0.0000000,0.0000000,6.9280281,1,36.763425089510847
847,7.14096980132,5.3943329,5.9347992,5.6895709,5.9632821,2.2171321,2.9757371,5.0799203,4.7449102,0.0000000,0.0000000,0.0000000,0.0000000,7.1409698,1,23.680402617270435
848,8.75651862438,5.3038960,5.3475957,5.6029625,5.7714157,10.7261419,7.4918818,5.5622649,5.6828589,0.0000000,0.0000000,0.0000000,0.0000000,8.7565184,1,83.346126397959281
849,7.18801272124,5.1207600,6.2535152,5.8094950,5.8722658,3.6346512,4.1404743,5.5580025,5.3487496,0.0000000,0.0000000,0.0000000,0.0000000,7.1880126,1,57.080126641478245
850,9.13308213384,4.7796226,5.0767798,5.3787074,5.4127569,10.8116417,8.1409187,8.1094799,7.7957191,0.0000000,0.0000000,0.0000000,0.0000000,9.1330824,1,141.576092798661364
851,8.71506457869,3.8731380,5.0448236,5.1424894,5.6079626,10.0162716,10.1214933,9.0030661,7.3624563,0.0000000,0.0000000,0.0000000,0.0671662,8.7150650,1,279.101335938466718
852,6.28686583665,8.2660837,6.7271428,6.7813997,7.0293727,1.6659963,2.0647123,1.9046990,1.9439725,0.0000000,0.0000000,0.9634766,1.6915154,6.2868657,1,480.194034385439068
853,6.67964648553,7.9003987,7.2658582,6.6626196,6.8771811,1.0818349,1.8013334,2.1195683,1.9448160,0.0000000,0.5113111,0.9482945,2.0053930,6.6796465,1,571.915942234327076
854,4.00614394965,6.6906157,6.5157194,6.8146648,6.9771929,1.6333060,1.4932783,1.6675968,1.5297637,0.2077071,0.9119402,0.7796533,1.9551138,4.0061440,1,643.621568181964903
